# timestamp tx ty tz qx qy qz qw
1.678810591589933395e+09 1.325473934412002563e-01 1.684548854827880859e-01 -6.560898572206497192e-02 -3.335445516105648434e-01 -9.427108148375629160e-01 6.653441101938487555e-03 -2.887918083785940919e-04
1.678810591636171818e+09 1.402915567159652710e-01 1.746855229139328003e-01 -7.340548932552337646e-02 -3.350364799430781693e-01 -9.421948013279701772e-01 4.380616275154811633e-03 -5.689103163317903514e-04
1.678810591688943863e+09 1.458717882633209229e-01 1.720970720052719116e-01 -7.941346615552902222e-02 -3.375537009017005041e-01 -9.413051954654683140e-01 9.760399442563126235e-04 1.036987612795166889e-03
1.678810591736888170e+09 1.488709151744842529e-01 1.729096621274948120e-01 -8.244302123785018921e-02 -3.358594041681482456e-01 -9.419061752068365045e-01 -3.337716547127969353e-03 2.781857215089770423e-04
1.678810591787968636e+09 1.446690261363983154e-01 1.575331240892410278e-01 -6.698516756296157837e-02 -3.346904247142369893e-01 -9.422800622416599436e-01 -9.426902129817775478e-03 -1.318113307692346308e-03
1.678810591836478710e+09 1.325189173221588135e-01 1.412552744150161743e-01 -5.795820802450180054e-02 -3.304118132919957040e-01 -9.437216878954989285e-01 -1.364066417473742618e-02 -5.598367051019638094e-03
1.678810591892428398e+09 1.251173466444015503e-01 1.330150514841079712e-01 -5.459167063236236572e-02 -3.265951521340075270e-01 -9.449859705628178563e-01 -1.629256803424875000e-02 -8.466065725170749887e-03
1.678810591936022520e+09 1.339679360389709473e-01 1.381781250238418579e-01 -6.076554208993911743e-02 -3.263765431559960128e-01 -9.450826829926093353e-01 -1.619578827517317854e-02 -5.896679334940080168e-03
1.678810591989208221e+09 1.420767903327941895e-01 1.496249884366989136e-01 -6.628108769655227661e-02 -3.252844828760932394e-01 -9.454726629923543291e-01 -1.565307201298595657e-02 -5.141018453066336855e-03
1.678810592035621166e+09 1.489623785018920898e-01 1.557893007993698120e-01 -7.118242233991622925e-02 -3.232152845706320887e-01 -9.461942289518076032e-01 -1.558237420467531442e-02 -2.355956783336265407e-03
1.678810592089435339e+09 1.468835920095443726e-01 1.583209335803985596e-01 -7.009795308113098145e-02 -3.197108754358546356e-01 -9.473576395123929350e-01 -1.693113493827832008e-02 -3.434480346161707543e-03
1.678810592136503220e+09 1.537887603044509888e-01 1.626955866813659668e-01 -7.501462101936340332e-02 -3.177910899743067175e-01 -9.480011035317684742e-01 -1.721534800319983113e-02 -2.522425146553853269e-03
1.678810592187490702e+09 1.578203290700912476e-01 1.708309799432754517e-01 -7.594804465770721436e-02 -3.156729185124385606e-01 -9.486350546101076642e-01 -2.015879278466238544e-02 -5.980364218195026449e-03
1.678810592236275196e+09 1.636543273925781250e-01 1.731918305158615112e-01 -7.763895392417907715e-02 -3.137652853571503697e-01 -9.492262540072018417e-01 -2.201258749344026794e-02 -6.025811152429247884e-03
1.678810592289526463e+09 1.669000238180160522e-01 1.794012188911437988e-01 -7.936522364616394043e-02 -3.125335390663009916e-01 -9.496415295969972137e-01 -2.075636823805151326e-02 -8.539637049353270698e-03
1.678810592336851835e+09 1.743079125881195068e-01 1.873770803213119507e-01 -8.514194935560226440e-02 -3.113011637219855743e-01 -9.500278584625256872e-01 -2.063561736278695866e-02 -1.062190691455344033e-02
1.678810592387239456e+09 1.765153408050537109e-01 1.915696859359741211e-01 -8.665936440229415894e-02 -3.100000846936610821e-01 -9.503915688359079184e-01 -2.164079199358309724e-02 -1.369268043282122552e-02
1.678810592436116934e+09 1.803212463855743408e-01 1.949541866779327393e-01 -9.020940214395523071e-02 -3.091213258961373889e-01 -9.506453422205417558e-01 -2.262133625470975906e-02 -1.434274508783350138e-02
1.678810592488538742e+09 1.842146962881088257e-01 1.990749090909957886e-01 -9.401939809322357178e-02 -3.075957969202290365e-01 -9.511096383569973556e-01 -2.278371176241464693e-02 -1.600574958439353324e-02
1.678810592536842108e+09 1.864262521266937256e-01 2.029381394386291504e-01 -9.686575829982757568e-02 -3.068345227850524659e-01 -9.513145805355577300e-01 -2.300150721515909630e-02 -1.800208747773458795e-02
1.678810592587460041e+09 1.907769888639450073e-01 2.050283849239349365e-01 -1.014696434140205383e-01 -3.060307719703381224e-01 -9.516014204673249877e-01 -2.196026349010287218e-02 -1.782273826475012923e-02
1.678810592637001753e+09 1.967603713274002075e-01 2.102945297956466675e-01 -1.067253053188323975e-01 -3.090469804729669145e-01 -9.506285090738233468e-01 -2.100153617854795887e-02 -1.882384325164827843e-02
1.678810592691487312e+09 2.018184214830398560e-01 2.169332802295684814e-01 -1.123373657464981079e-01 -3.097098927494133513e-01 -9.504655175208074347e-01 -1.780096734554453136e-02 -1.944756793568521921e-02
1.678810592737116575e+09 2.050288319587707520e-01 2.205328941345214844e-01 -1.160266101360321045e-01 -3.103053409119914119e-01 -9.503070816074079552e-01 -1.605192116233754990e-02 -1.921930995905163017e-02
1.678810592787455082e+09 2.044615745544433594e-01 2.241668850183486938e-01 -1.175957098603248596e-01 -3.093138552901155691e-01 -9.506634220985973327e-01 -1.392828263555103731e-02 -1.923537761973437635e-02
1.678810592836154699e+09 2.061164528131484985e-01 2.261649519205093384e-01 -1.198770105838775635e-01 -3.086971431758609996e-01 -9.509243321865170628e-01 -1.235595261911263086e-02 -1.721390965360895808e-02
1.678810592891619682e+09 2.043734192848205566e-01 2.284818142652511597e-01 -1.214772835373878479e-01 -3.066831558433030791e-01 -9.516037197405528003e-01 -1.161620963284084110e-02 -1.615135200847327840e-02
1.678810592937547684e+09 2.017126530408859253e-01 2.289489209651947021e-01 -1.225357279181480408e-01 -3.048307830580435640e-01 -9.522369896723160698e-01 -1.045987546464329822e-02 -1.461164622106048833e-02
1.678810592990792036e+09 2.022562175989151001e-01 2.313273698091506958e-01 -1.248503476381301880e-01 -3.075759333326803513e-01 -9.513891099483290370e-01 -1.014419340103562932e-02 -1.236535670731090525e-02
1.678810593036419868e+09 2.024264335632324219e-01 2.321284562349319458e-01 -1.266773343086242676e-01 -3.051453443822400025e-01 -9.522365656310058935e-01 -8.171719266039437907e-03 -8.066280515081911476e-03
1.678810593089208841e+09 2.012356221675872803e-01 2.347498238086700439e-01 -1.293346285820007324e-01 -3.021750082923975733e-01 -9.532277961867908767e-01 -5.882605309949672651e-03 -3.525321989628241431e-03
1.678810593137254953e+09 2.008087486028671265e-01 2.380343973636627197e-01 -1.320217996835708618e-01 -2.984647501960975835e-01 -9.544118203864450090e-01 -4.085034199246745379e-03 4.271915310998111530e-04
1.678810593190077543e+09 2.030026018619537354e-01 2.270874977111816406e-01 -1.272181868553161621e-01 -3.148266899910329708e-01 -9.491257452887937873e-01 -6.014752997029346182e-03 2.880563428671438671e-03
1.678810593236370802e+09 2.056552469730377197e-01 2.232007086277008057e-01 -1.325950920581817627e-01 -3.157124781066765751e-01 -9.487990031810040747e-01 -9.714502729524602045e-03 3.422158265249615472e-03
1.678810593294355869e+09 2.185100764036178589e-01 2.166591733694076538e-01 -1.494009494781494141e-01 -3.191856628570274856e-01 -9.474869034031336845e-01 -1.913030936442260133e-02 4.807470195657376037e-03
1.678810593336257458e+09 2.376935482025146484e-01 2.139532566070556641e-01 -1.594731658697128296e-01 -3.275062720205643707e-01 -9.442523065198641374e-01 -3.348173926060236949e-02 -2.489288089767600128e-03
1.678810593388835430e+09 2.404927015304565430e-01 2.039145976305007935e-01 -1.592233628034591675e-01 -3.210187449765304346e-01 -9.463097740837745908e-01 -3.791237871502615292e-02 -2.725506811076086437e-03
1.678810593436753750e+09 2.362959235906600952e-01 2.018997520208358765e-01 -1.590037792921066284e-01 -3.181221832782150649e-01 -9.471254801295179160e-01 -4.117712802032839903e-02 -7.486355837741178604e-03
1.678810593495920658e+09 2.332866936922073364e-01 1.930900812149047852e-01 -1.602434068918228149e-01 -3.127799942172505565e-01 -9.487715405921434142e-01 -4.351822678829987689e-02 -1.036353786452811135e-02
1.678810593536261559e+09 2.188236564397811890e-01 1.807425767183303833e-01 -1.422176361083984375e-01 -3.630038418988220661e-01 -9.306771975963490373e-01 -4.336817109946451004e-02 -1.368818382361331951e-02
1.678810593588773966e+09 2.120113968849182129e-01 1.756469011306762695e-01 -1.399576514959335327e-01 -3.612605487890901412e-01 -9.313486444650027618e-01 -4.319537631997064087e-02 -1.465188746829625306e-02
1.678810593635796070e+09 2.049600780010223389e-01 1.699085831642150879e-01 -1.345553249120712280e-01 -3.545198616194945029e-01 -9.337899958608726347e-01 -4.650647032653388441e-02 -1.374989328007522431e-02
1.678810593693284988e+09 2.033892273902893066e-01 1.693323850631713867e-01 -1.323591619729995728e-01 -3.511476936585974373e-01 -9.349393971556410055e-01 -5.073108642076033098e-02 -3.158758468763906389e-03
1.678810593736375332e+09 2.020588517189025879e-01 1.637953966856002808e-01 -1.319579631090164185e-01 -3.484756477623539017e-01 -9.358192819321112799e-01 -5.298059918902606885e-02 -2.249227580891009738e-04
1.678810593789770842e+09 1.967585086822509766e-01 1.608421802520751953e-01 -1.305293738842010498e-01 -3.444488699631388373e-01 -9.372515828147394146e-01 -5.395593207851469286e-02 1.789940200472351023e-03
1.678810593836410522e+09 1.931533217430114746e-01 1.568621098995208740e-01 -1.291771382093429565e-01 -3.412316729141849914e-01 -9.383422703706939538e-01 -5.518004653893480993e-02 5.467311928121601147e-03
1.678810593890782833e+09 1.911137551069259644e-01 1.573698073625564575e-01 -1.393818557262420654e-01 -3.440877743411278056e-01 -9.374289371488742084e-01 -5.227649878230631458e-02 9.887316115342124900e-03
1.678810593936912537e+09 1.863428652286529541e-01 1.505130231380462646e-01 -1.396165788173675537e-01 -3.404424149762133034e-01 -9.388644953088525202e-01 -5.075165124345169115e-02 7.529371134454558578e-03
1.678810593986979485e+09 1.816663444042205811e-01 1.439885795116424561e-01 -1.397229284048080444e-01 -3.367977938637932711e-01 -9.402441109473914649e-01 -4.953533267234749154e-02 7.383000356966852584e-03
1.678810594037090778e+09 1.798737049102783203e-01 1.416879296302795410e-01 -1.479484140872955322e-01 -3.330098134279305122e-01 -9.418832181684906324e-01 -4.373217801408119804e-02 6.925611843514043256e-03
1.678810594090287209e+09 1.792292594909667969e-01 1.340393424034118652e-01 -1.484481692314147949e-01 -3.292448607833267094e-01 -9.432491909858481405e-01 -4.254974164967267186e-02 8.264674092602683833e-03
1.678810594136782169e+09 1.733646392822265625e-01 1.285447776317596436e-01 -1.483344733715057373e-01 -3.261391129885932161e-01 -9.443794220797157024e-01 -4.161861048202589175e-02 6.976918584963851151e-03
1.678810594188111782e+09 1.701124757528305054e-01 1.229603588581085205e-01 -1.481333673000335693e-01 -3.220106567462506786e-01 -9.458036147053822118e-01 -4.141807435430079620e-02 7.014447153053770222e-03
1.678810594236589432e+09 1.685792654752731323e-01 1.195881143212318420e-01 -1.560551226139068604e-01 -3.268047905911445339e-01 -9.443695055219519796e-01 -3.648972179746899636e-02 5.776338809787094804e-03
1.678810594289507389e+09 1.664839982986450195e-01 1.142413094639778137e-01 -1.565377563238143921e-01 -3.242324923812234805e-01 -9.453147752118254976e-01 -3.499369361142787987e-02 5.357990099388391589e-03
1.678810594336797476e+09 1.609988957643508911e-01 1.104352176189422607e-01 -1.566898077726364136e-01 -3.218530135407589587e-01 -9.461480428909327944e-01 -3.458048048937037433e-02 4.325387556522712444e-03
1.678810594390552759e+09 1.610866487026214600e-01 1.075427830219268799e-01 -1.689007133245468140e-01 -3.160246857395800912e-01 -9.480204428416345586e-01 -3.680538698925887864e-02 5.567894226881388992e-03
1.678810594436086178e+09 1.594613641500473022e-01 1.051564440131187439e-01 -1.720701456069946289e-01 -3.161948053020525173e-01 -9.480312252452743893e-01 -3.516595510113282308e-02 4.582211449288659325e-03
1.678810594490680456e+09 1.590685248374938965e-01 1.058814302086830139e-01 -1.748028248548507690e-01 -3.166256559270083093e-01 -9.480119384387603043e-01 -3.190128145089524137e-02 1.966425225324536750e-03
1.678810594537002802e+09 1.612757742404937744e-01 1.055997014045715332e-01 -1.770307868719100952e-01 -3.178143801090032583e-01 -9.476781492787735850e-01 -2.999810876147033720e-02 5.085727319183897151e-04
1.678810594588000774e+09 1.586787402629852295e-01 1.120850741863250732e-01 -1.789200156927108765e-01 -3.201467316505985372e-01 -9.469737774917876827e-01 -2.686236919309915872e-02 -5.014785908412138817e-03
1.678810594637128592e+09 1.630430966615676880e-01 1.139641180634498596e-01 -1.836069673299789429e-01 -3.211137812426528848e-01 -9.467368315115962663e-01 -2.351991544918478894e-02 -4.703714775814740907e-03
1.678810594691572428e+09 1.611945629119873047e-01 1.177522987127304077e-01 -1.860798895359039307e-01 -3.220273680245744896e-01 -9.464324486785271606e-01 -2.300839216078563385e-02 -5.882875292560201842e-03
1.678810594737229824e+09 1.607791632413864136e-01 1.228244453668594360e-01 -1.890156418085098267e-01 -3.247158659518111778e-01 -9.454957955871773345e-01 -2.313906953743340503e-02 -7.867044367343711125e-03
1.678810594788807631e+09 1.639467477798461914e-01 1.201271042227745056e-01 -1.929645687341690063e-01 -3.255382689834902532e-01 -9.451984512209592459e-01 -2.415658469441081882e-02 -6.417371162273944121e-03
1.678810594836335421e+09 1.599379330873489380e-01 1.240269690752029419e-01 -1.947074234485626221e-01 -3.256322030294195313e-01 -9.451519512639955378e-01 -2.380989035200979306e-02 -9.194916720332802981e-03
1.678810594891994476e+09 1.628048717975616455e-01 1.216535866260528564e-01 -1.981687992811203003e-01 -3.265897351531370507e-01 -9.447915935798093523e-01 -2.529853365398370552e-02 -8.244621791614987691e-03
1.678810594937700272e+09 1.618954986333847046e-01 1.248516067862510681e-01 -2.011551111936569214e-01 -3.258669472588686666e-01 -9.450151335075290815e-01 -2.587500613127601337e-02 -9.360244849303950287e-03
1.678810594990982294e+09 1.603715568780899048e-01 1.278860867023468018e-01 -2.042694687843322754e-01 -3.273981871822368994e-01 -9.445053518462335207e-01 -2.487905370776078220e-02 -1.005485207320381755e-02
1.678810595036278963e+09 1.648411899805068970e-01 1.284482330083847046e-01 -2.087131887674331665e-01 -3.288517455384801225e-01 -9.440306026204932088e-01 -2.459623560688869656e-02 -7.601050338840190969e-03
1.678810595090523720e+09 1.636451333761215210e-01 1.348287612199783325e-01 -2.040595561265945435e-01 -3.218009620605231658e-01 -9.465195097441186922e-01 -2.114940336563913073e-02 -9.882369551489739515e-03
1.678810595136951208e+09 1.666373014450073242e-01 1.351930946111679077e-01 -2.077241837978363037e-01 -3.222170774636754498e-01 -9.463989747774153027e-01 -2.063616926849653338e-02 -8.904159081409410495e-03
1.678810595188306570e+09 1.665227711200714111e-01 1.376915872097015381e-01 -2.120649963617324829e-01 -3.219635322473233807e-01 -9.464841598574249559e-01 -2.065757556750342366e-02 -8.971265991163416068e-03
1.678810595236864328e+09 1.651591360569000244e-01 1.366889923810958862e-01 -2.166148275136947632e-01 -3.214170648157634869e-01 -9.466745892923940087e-01 -2.097334162701312496e-02 -7.642733430714131540e-03
1.678810595293274641e+09 1.659459322690963745e-01 1.355062276124954224e-01 -2.206432074308395386e-01 -3.216537812423625464e-01 -9.465905962796044015e-01 -2.167570949491775742e-02 -5.937311294296859256e-03
1.678810595335467577e+09 1.653136909008026123e-01 1.387242972850799561e-01 -2.219231575727462769e-01 -3.217322083321800807e-01 -9.465823337023548945e-01 -2.065750117081725790e-02 -6.598430849841454768e-03
1.678810595388033152e+09 1.672791540622711182e-01 1.378740370273590088e-01 -2.238456904888153076e-01 -3.223738541324094320e-01 -9.463407018512332014e-01 -2.183870883796878645e-02 -6.119230982872824604e-03
1.678810595436343670e+09 1.636356860399246216e-01 1.380028277635574341e-01 -2.237373441457748413e-01 -3.219431459182816591e-01 -9.464353987286460157e-01 -2.347533646443571848e-02 -7.845725426647208456e-03
1.678810595493061304e+09 1.643248796463012695e-01 1.356350928544998169e-01 -2.269970029592514038e-01 -3.213460296452760878e-01 -9.466047444260633492e-01 -2.494825493387426915e-02 -7.332914634642975597e-03
1.678810595537381649e+09 1.634172201156616211e-01 1.358835101127624512e-01 -2.286759614944458008e-01 -3.204855192719173185e-01 -9.468873950848181176e-01 -2.543668345650864498e-02 -6.802065953116672760e-03
1.678810595587886810e+09 1.631218194961547852e-01 1.360184550285339355e-01 -2.309801876544952393e-01 -3.205476707166527994e-01 -9.468515532775628740e-01 -2.588994992079868274e-02 -7.144042769573188782e-03
1.678810595636145115e+09 1.637288480997085571e-01 1.356540769338607788e-01 -2.339604049921035767e-01 -3.195501099605753681e-01 -9.471706845188655466e-01 -2.682228431396017909e-02 -5.998889599688850965e-03
1.678810595691670179e+09 1.629109233617782593e-01 1.348696053028106689e-01 -2.370714396238327026e-01 -3.194231272830803658e-01 -9.472016937934043534e-01 -2.722190964883580006e-02 -6.065036411561635678e-03
1.678810595737912416e+09 1.628116369247436523e-01 1.360964775085449219e-01 -2.385802417993545532e-01 -3.195855200560642206e-01 -9.471416120893395574e-01 -2.735062959327985710e-02 -6.309126734621710655e-03
1.678810595787409067e+09 1.626115888357162476e-01 1.351015269756317139e-01 -2.423039674758911133e-01 -3.200533727799746986e-01 -9.469612954393341608e-01 -2.816913870673435141e-02 -6.053357460245184507e-03
1.678810595837267876e+09 1.628259271383285522e-01 1.350798755884170532e-01 -2.447765171527862549e-01 -3.201606132273327465e-01 -9.469060479688612419e-01 -2.881207189884384470e-02 -5.998547389712711661e-03
1.678810595891171217e+09 1.611043512821197510e-01 1.361048072576522827e-01 -2.465962320566177368e-01 -3.196502718380066499e-01 -9.470752155478698864e-01 -2.877426416936103640e-02 -6.654436892481922251e-03
1.678810595937516928e+09 1.630535423755645752e-01 1.347440034151077271e-01 -2.490325719118118286e-01 -3.200933969604473073e-01 -9.469247282299431134e-01 -2.899240279112850691e-02 -5.763407791123203311e-03
1.678810595989184141e+09 1.598088592290878296e-01 1.378037035465240479e-01 -2.503886520862579346e-01 -3.215369243868375637e-01 -9.464324594176987127e-01 -2.847970055124933800e-02 -8.277238242932714873e-03
1.678810596036248207e+09 1.620054990053176880e-01 1.359982192516326904e-01 -2.528129220008850098e-01 -3.223341852157390330e-01 -9.461494842081117351e-01 -2.900677971314925829e-02 -7.773886074706417085e-03
1.678810596092827320e+09 1.599210351705551147e-01 1.382159292697906494e-01 -2.533738315105438232e-01 -3.229931526822116261e-01 -9.459340378717246978e-01 -2.833308966572371454e-02 -9.025261552652248317e-03
1.678810596137597322e+09 1.624358296394348145e-01 1.385650932788848877e-01 -2.584390342235565186e-01 -3.244228850151105181e-01 -9.454607646101794716e-01 -2.801111805262533616e-02 -8.313334267843907124e-03
1.678810596187784433e+09 1.608350723981857300e-01 1.406172215938568115e-01 -2.615132331848144531e-01 -3.243853987266371308e-01 -9.454847999474761400e-01 -2.731701496068004303e-02 -9.294452909110169012e-03
1.678810596236576557e+09 1.619419753551483154e-01 1.398357748985290527e-01 -2.641840577125549316e-01 -3.245674046031769566e-01 -9.454205551627252735e-01 -2.739370963470353498e-02 -9.249779316918999364e-03
1.678810596290477276e+09 1.607736051082611084e-01 1.403118073940277100e-01 -2.669623196125030518e-01 -3.246023206755004331e-01 -9.454028765122292066e-01 -2.734238900419493079e-02 -9.956317493190799950e-03
1.678810596336768150e+09 1.600783020257949829e-01 1.409484595060348511e-01 -2.696185410022735596e-01 -3.239280715211617090e-01 -9.456374761682655450e-01 -2.687195552200174337e-02 -1.087502428123883653e-02
1.678810596389415264e+09 1.587772369384765625e-01 1.403544843196868896e-01 -2.723661661148071289e-01 -3.232134911781060493e-01 -9.458680845938610693e-01 -2.693473761583247902e-02 -1.187962864601022593e-02
1.678810596436685085e+09 1.579446792602539062e-01 1.402406245470046997e-01 -2.742798328399658203e-01 -3.232658622489301137e-01 -9.458293981338420364e-01 -2.722102251249504737e-02 -1.284320301188116020e-02
1.678810596494383574e+09 1.590987145900726318e-01 1.390568464994430542e-01 -2.790147662162780762e-01 -3.264656548462144814e-01 -9.447176721222043660e-01 -2.773813992329380793e-02 -1.262108471690811737e-02
1.678810596537201166e+09 1.570760905742645264e-01 1.404795050621032715e-01 -2.798858880996704102e-01 -3.269708890912723098e-01 -9.445473951212545183e-01 -2.719698030037455069e-02 -1.343801767585897297e-02
1.678810596588084221e+09 1.581548303365707397e-01 1.391228735446929932e-01 -2.832843363285064697e-01 -3.263189167417388514e-01 -9.447795068211581881e-01 -2.722286781176356044e-02 -1.290594961133618990e-02
1.678810596637312889e+09 1.543140262365341187e-01 1.415400952100753784e-01 -2.799102365970611572e-01 -3.265949111650154890e-01 -9.446773303400403110e-01 -2.647645149466372472e-02 -1.481563562527878075e-02
1.678810596695642471e+09 1.577483117580413818e-01 1.384665518999099731e-01 -2.798477411270141602e-01 -3.260389744130047229e-01 -9.448526152986694848e-01 -2.776346812017630242e-02 -1.346522799363849589e-02
1.678810596736645222e+09 1.540813297033309937e-01 1.403559893369674683e-01 -2.783769369125366211e-01 -3.261310324230323743e-01 -9.448393462581811120e-01 -2.665927954025380797e-02 -1.436809895200131040e-02
1.678810596789793491e+09 1.572916954755783081e-01 1.388895362615585327e-01 -2.831734120845794678e-01 -3.260157030297289871e-01 -9.448821318554204707e-01 -2.700078422788302138e-02 -1.350836516631201238e-02
1.678810596836008549e+09 1.544348299503326416e-01 1.401674151420593262e-01 -2.817949354648590088e-01 -3.263862886428466337e-01 -9.447555134817503530e-01 -2.662618343516387140e-02 -1.414413968609428730e-02
1.678810596889085054e+09 1.567462831735610962e-01 1.396910399198532104e-01 -2.893609404563903809e-01 -3.262716576261289192e-01 -9.448062639444266830e-01 -2.635799516079810959e-02 -1.389910545236457823e-02
